"goal","amount_pledged","backer_count","comment_count","update_coun","has_video","body_length","body_image_count","body_video_count","raw_location","currency","end_date","start_date","status","category","subcategory"
3000,5050,78,0,3,1,6329,1,0,"Red Wing, MN","USD",2015-07-09,2015-06-09,6,"publishing","Poetry"
2000,2365,30,0,12,1,0,0,0,"Calgary, Canada","CAD",2016-07-21,2016-06-21,6,"publishing","Children's Books"
40000,43036,154,29,9,1,3110,11,0,"Oslo, Norway","NOK",2014-12-09,2014-11-09,6,"design","Product Design"
700,0,0,0,0,1,3236,0,0,"Frederick, MD","USD",2011-12-18,2011-11-18,3,"art","Art"
5000,5120,131,5,26,1,2367,3,2,"Brooklyn, NY","USD",2012-06-11,2012-05-11,6,"journalism","Journalism"
3000,0,0,0,1,0,752,0,0,"Tampa, FL","USD",2012-12-06,2012-11-12,3,"music","Country & Folk"
160000,1,1,0,0,1,1166,0,0,"Papendrecht, Netherlands","EUR",2015-07-07,2015-06-16,3,"technology","Fabrication Tools"
6800,NA,NA,6,5,1,3729,11,0,"Vancouver, Canada","CAD",2016-08-25,2016-07-26,3,"publishing","Art Books"
2000,0,0,0,0,1,2149,0,0,"Orlando, FL","USD",2011-01-10,2010-11-11,3,"film & video","Documentary"
3500,3610,59,0,3,1,1396,0,0,"Cleveland, OH","USD",2014-01-25,2014-01-09,6,"music","Pop"
6000000,10781,40,3,1,0,1001,0,0,"Fredericksburg, VA","USD",2014-07-28,2014-05-29,3,"music","Music"
600,707,13,0,1,1,2197,7,0,"San Francisco, CA","USD",2014-05-09,2014-04-19,6,"film & video","Film & Video"
5000,16079,242,6,10,1,1619,1,1,"Oakland, CA","USD",2013-02-01,2013-01-02,6,"music","Rock"
15000,0,0,0,0,1,201,0,0,"Fremont, NE","USD",2015-07-02,2015-06-03,3,"music","Rock"
2000,20,2,0,1,1,1244,0,0,"Toms River, NJ","USD",2010-07-31,2010-06-26,1,"film & video","Shorts"
4500,5615,187,0,8,0,1780,6,0,"Post Falls, ID","USD",2015-03-05,2015-02-04,6,"comics","Graphic Novels"
5700,32033,551,151,14,1,11303,20,0,"Provo, UT","USD",2015-06-26,2015-05-26,6,"games","Tabletop Games"
5000,6055,140,11,10,1,484,0,0,"Chicago, IL","USD",2010-12-28,2010-11-25,6,"music","Rock"
4000,4246,69,3,6,1,5515,21,0,"Indianapolis, IN","USD",2015-09-19,2015-08-20,6,"comics","Graphic Novels"
750,35,4,1,0,1,3486,7,0,"El Dorado Hills, CA","USD",2014-07-11,2014-05-27,1,"games","Playing Cards"
9000,167,14,0,1,1,805,3,0,"New York, NY","USD",2014-08-11,2014-07-12,1,"technology","Gadgets"
4900,11,2,0,0,0,1348,0,0,"Aberystwyth, UK","USD",2014-12-05,2014-11-03,3,"photography","Fine Art"
150000,8671,105,2,3,1,184,14,0,"Jersey City, NJ","USD",2012-08-12,2012-07-13,3,"design","Product Design"
5000,8664,64,4,8,1,5646,0,2,"Seattle, WA","USD",2011-11-04,2011-09-20,6,"film & video","Documentary"
1500,1656,84,6,1,0,1169,0,0,"Nottingham, UK","GBP",2015-02-10,2014-12-12,6,"art","Art"
6000,315,3,0,1,1,4402,15,0,"Hong Kong, Hong Kong","AUD",2014-11-08,2014-10-08,3,"technology","Technology"
8000,340,13,0,1,1,3449,0,0,"Greater Manchester, UK","GBP",2014-07-18,2014-06-18,3,"film & video","Comedy"
1500,0,0,0,0,0,792,0,0,"Des Moines, IA","USD",2014-09-03,2014-08-04,3,"art","Art"
7787,1261,30,0,4,1,6014,1,0,"Boston, MA","USD",2015-05-01,2015-03-25,3,"publishing","Nonfiction"
150000,0,0,0,0,1,2654,0,0,"Chicago, IL","USD",2016-03-09,2016-02-08,3,"art","Painting"
4300,10610,161,2,10,1,1739,13,1,"Aurora, CO","USD",2016-03-10,2016-02-09,6,"music","Hip-Hop"
34500,NA,NA,37,8,1,5370,39,0,"Munich, Germany","EUR",2016-09-10,2016-08-06,3,"design","Product Design"
25000,265397,3316,583,25,1,4086,24,0,"Greater London, UK","GBP",2015-06-01,2015-04-27,6,"design","Design"
5000,545,12,0,9,0,5913,0,0,"Columbia Falls, MT","USD",2013-01-11,2012-11-27,3,"publishing","Fiction"
15000,16822,191,2,13,1,3781,3,0,"Minneapolis, MN","USD",2012-09-16,2012-08-17,6,"food","Food"
2500,2810,68,8,22,1,3536,6,0,"Portland, OR","USD",2012-08-19,2012-07-20,6,"publishing","Fiction"
400,NA,NA,0,2,0,0,0,0,"Sydney, AU","AUD",2016-08-27,2016-07-28,3,"film & video","Shorts"
8666,100,2,0,0,1,1651,0,0,"Salt Lake City, UT","USD",2012-04-06,2012-03-07,3,"publishing","Fiction"
50000,9534,206,10,8,1,3758,10,0,"Madrid, Spain","EUR",2015-10-10,2015-08-11,3,"technology","Space Exploration"
7200,50,1,0,0,1,532,0,0,"Los Angeles, CA","USD",2011-05-21,2011-04-21,3,"film & video","Webseries"
8700,997,14,0,0,1,2831,0,0,"Dallas, TX","USD",2012-04-30,2012-03-31,3,"film & video","Animation"
1000,NA,NA,0,0,0,415,0,0,"Stroudsburg, PA","USD",2016-08-21,2016-07-22,3,"food","Farmer's Markets"
28000,1999,20,0,0,1,4247,7,0,"Burke, VA","USD",2014-12-28,2014-11-28,3,"fashion","Apparel"
1200,1266,23,0,1,1,547,0,0,"Brooklyn, NY","USD",2012-03-05,2012-02-04,6,"film & video","Shorts"
5000,5288,127,3,8,1,2714,0,0,"Detroit, MI","USD",2011-01-31,2010-12-15,6,"music","Hip-Hop"
1000,70,4,1,0,0,126,0,0,"Detroit, MI","USD",2014-08-07,2014-07-08,1,"music","Metal"
10000,11100,92,0,6,1,2773,0,0,"","USD",2010-05-01,2010-04-07,6,"film & video","Documentary"
5000,200,3,0,0,1,1878,0,0,"Santa Monica, CA","USD",2011-11-06,2011-09-07,1,"food","Food"
10000,75,2,0,0,1,2178,0,0,"Menlo Park, CA","USD",2011-07-23,2011-05-24,3,"film & video","Documentary"
100000,114977,203,90,9,1,5770,30,0,"Aalborg, Denmark","DKK",2016-03-24,2016-02-23,6,"technology","Hardware"
1000,0,0,0,1,0,2653,7,0,"Charleston, SC","USD",2013-12-07,2013-10-08,3,"art","Art"
1000,1081,38,0,10,0,2930,0,0,"Athens, GA","USD",2011-08-03,2011-05-05,6,"music","Music"
15000,1,1,0,1,0,4240,11,0,"Montreal West, Canada","CAD",2015-11-02,2015-10-12,3,"art","Conceptual Art"
2500,0,0,0,0,1,1178,0,0,"Nairobi, Kenya","USD",2011-05-29,2011-04-29,3,"journalism","Journalism"
2000,2161,39,1,3,1,1943,0,0,"New York, NY","USD",2011-08-05,2011-07-10,6,"art","Performance Art"
8000,19167,560,4,6,1,0,0,0,"Portland, OR","USD",2016-07-14,2016-06-15,6,"publishing","Art Books"
4000,4098,69,1,4,1,2224,0,0,"St. Louis, MO","USD",2012-05-05,2012-03-21,6,"art","Performance Art"
750,951,27,4,4,1,2422,0,0,"Boston, MA","USD",2013-05-31,2013-04-29,6,"film & video","Shorts"
20000,7952,66,2,3,1,6545,16,0,"Minneapolis, MN","USD",2013-07-23,2013-06-08,3,"games","Tabletop Games"
2000,2025,32,0,0,0,530,0,0,"Chicago, IL","USD",2015-07-29,2015-05-30,6,"theater","Plays"
10000,55,2,0,0,1,2191,25,0,"Los Angeles, CA","USD",2013-06-30,2013-05-31,3,"design","Design"
5000,5188,70,4,3,1,1184,5,0,"New York, NY","USD",2012-03-30,2012-03-01,6,"photography","Photography"
1000,325,8,0,0,0,323,0,0,"Oberlin, OH","USD",2014-09-06,2014-08-07,3,"art","Sculpture"
6000,1405,50,6,5,1,2205,34,0,"Bath, UK","GBP",2014-02-27,2014-01-28,3,"technology","Software"
100000,53897,186,5,5,1,1976,16,1,"Stanford, CA","USD",2015-07-09,2015-06-09,3,"design","Product Design"
5000,250,4,0,1,1,1436,0,0,"Nashville, TN","USD",2014-03-01,2014-01-30,3,"film & video","Film & Video"
7000,3138,86,23,13,1,1640,12,0,"Minneapolis, MN","USD",2013-01-18,2012-12-18,3,"design","Product Design"
14000,15651,206,4,7,1,3167,5,0,"Athens, OH","USD",2015-11-18,2015-10-19,6,"photography","Photobooks"
1000,5,1,0,0,0,1614,0,0,"Minneapolis, MN","USD",2014-08-10,2014-07-11,3,"fashion","Apparel"
11239,NA,NA,0,0,1,2968,16,0,"Brescia, Italy","USD",2016-10-26,2016-09-26,4,"games","Tabletop Games"
35000,12030,211,247,14,1,2914,16,3,"Nashville, TN","USD",2013-11-22,2013-10-21,3,"games","Tabletop Games"
3000,212,18,0,12,1,3412,0,1,"Mesa, AZ","USD",2014-10-19,2014-08-20,3,"publishing","Fiction"
1000,27,1,0,0,0,480,2,0,"Shropshire, UK","GBP",2016-04-15,2016-03-16,3,"fashion","Apparel"
1750,140,3,0,0,0,2684,6,0,"Franklin, MA","USD",2014-04-13,2014-03-14,3,"fashion","Fashion"
1800,50,1,0,0,0,414,0,0,"Austin, TX","USD",2015-03-24,2015-02-07,3,"music","Rock"
5000,26208,822,156,20,1,5392,17,1,"Dallas, TX","USD",2014-03-15,2014-03-03,6,"games","Tabletop Games"
7533,8393,83,0,8,1,1718,1,3,"Boston, MA","USD",2013-04-28,2013-03-28,6,"music","Classical Music"
7000,70,1,0,1,1,1258,0,0,"Lafayette, LA","USD",2015-12-19,2015-11-19,3,"design","Product Design"
47000,0,0,0,0,1,3310,4,0,"Washington, DC","USD",2015-06-03,2015-05-13,3,"technology","Web"
750,1616,34,6,7,0,1665,28,0,"Logan, UT","USD",2014-08-11,2014-07-17,6,"fashion","Apparel"
1500,2006,60,3,3,1,3597,0,0,"Hebden Bridge, UK","GBP",2016-05-15,2016-04-15,6,"publishing","Poetry"
5000,1,1,0,0,1,1290,0,0,"San Antonio, TX","USD",2015-04-05,2015-02-23,3,"music","Faith"
1000,1064,19,7,4,1,3507,5,0,"Charlotte, NC","USD",2015-02-27,2015-01-23,6,"technology","Apps"
2500,3000,64,1,12,1,5635,4,0,"Iowa City, IA","USD",2013-12-15,2013-11-13,6,"music","Jazz"
18000,15878,136,5,2,1,3968,2,1,"Bath, UK","GBP",2013-11-23,2013-11-07,3,"music","Music"
7000,1861,26,0,0,1,798,0,0,"Wilmington, NC","USD",2013-04-30,2013-03-16,3,"film & video","Narrative Film"
12000,673,14,0,0,1,3222,0,0,"Flowood, MS","USD",2014-06-15,2014-05-16,3,"technology","Hardware"
35000,66089,616,40,7,1,3382,44,0,"Atlanta, GA","USD",2016-03-11,2016-01-31,6,"fashion","Apparel"
20000,185,9,0,0,0,2930,20,0,"Lecce, Italy","EUR",2015-11-21,2015-10-22,3,"food","Spaces"
1200,1370,49,4,3,1,1686,0,0,"Lawrence, KS","USD",2010-11-20,2010-10-25,6,"music","Indie Rock"
2500,4156,134,4,2,1,964,0,0,"West Yorkshire, UK","GBP",2013-09-06,2013-08-07,6,"music","Indie Rock"
14000,14450,114,6,8,0,2752,2,0,"Manhattan, NY","USD",2012-03-30,2012-02-29,6,"food","Food"
2500,2535,27,2,0,1,1851,0,0,"Lancaster, PA","USD",2014-11-17,2014-10-23,6,"music","Classical Music"
30000,118234,1462,1113,29,1,11067,67,5,"Friedburg, Germany","EUR",2015-06-14,2015-05-12,6,"games","Tabletop Games"
325,496,22,0,13,1,7327,0,0,"Lewes, UK","GBP",2013-11-15,2013-10-16,6,"publishing","Nonfiction"
300,611,12,3,0,0,1230,4,2,"Portland, OR","USD",2014-05-12,2014-04-27,6,"art","Conceptual Art"
45000,14967,299,24,15,1,14021,29,0,"St. Louis, MO","USD",2013-07-18,2013-06-18,3,"comics","Comics"
7500,10065,91,6,12,1,4548,19,0,"Chicago, IL","USD",2014-04-17,2014-03-16,6,"food","Food"
1200,4300,64,0,0,0,2590,4,0,"Louisville, CO","USD",2014-04-02,2014-03-12,6,"art","Mixed Media"
100000,180,3,0,0,1,921,2,0,"Santa Clarita, CA","USD",2014-03-09,2014-01-08,3,"theater","Theater"
12000,1795,27,0,0,1,1895,2,1,"Brooklyn, NY","USD",2012-08-24,2012-07-25,3,"music","Pop"
4000,202,6,1,1,1,2169,15,0,"Salt Lake City, UT","USD",2014-03-21,2014-02-28,1,"art","Painting"
2500,50,3,0,1,0,1515,6,0,"Chicago, IL","USD",2015-06-14,2015-05-15,3,"crafts","Candles"
1500,NA,NA,0,0,0,849,0,0,"Raleigh, NC","USD",2016-11-16,2016-09-17,4,"music","Rock"
1100,0,0,0,0,1,746,8,1,"Jefferson City, MO","USD",2014-05-15,2014-04-15,1,"games","Video Games"
3000,56,2,0,0,0,807,0,0,"Jacksonville, FL","USD",2015-03-11,2015-01-10,1,"music","Hip-Hop"
2500,6342,92,2,3,1,2620,2,0,"San Francisco, CA","USD",2012-05-07,2012-04-16,6,"art","Mixed Media"
4500,5052,58,1,5,1,2793,3,1,"Longmont, CO","USD",2014-07-24,2014-06-23,6,"music","Rock"
500,37,2,1,0,0,453,1,0,"Bolton, UK","GBP",2014-09-14,2014-07-16,3,"technology","Gadgets"
5000,1195,3,0,1,1,0,0,0,"Glendale, CA","USD",2016-07-23,2016-06-23,3,"design","Product Design"
15000,2890,22,0,1,1,4563,6,0,"Ulan Bator, Mongolia","USD",2014-04-11,2014-03-12,3,"photography","Photography"
15000,15032,85,0,6,1,2302,0,0,"San Jose, CA","USD",2016-04-28,2016-03-29,6,"publishing","Nonfiction"
4000,6,2,0,0,1,1314,0,0,"Edinburgh, UK","GBP",2014-09-30,2014-08-20,3,"publishing","Academic"
5000,100,4,0,1,0,392,11,0,"Brooklyn, NY","USD",2014-01-16,2013-12-17,1,"design","Product Design"
27000,2730,12,1,2,1,5859,4,1,"Columbus, OH","USD",2013-09-21,2013-08-22,1,"games","Games"
20000,73,3,0,0,0,1526,3,1,"Boise, ID","USD",2015-09-16,2015-08-17,3,"technology","Technology"
3000,0,0,0,0,0,582,0,0,"Coney Island, Pierrepont, NY","USD",2011-08-22,2011-06-23,1,"music","Indie Rock"
12000,4401,49,0,4,1,3461,13,4,"San Francisco, CA","USD",2012-07-04,2012-06-04,3,"music","Music"
20000,NA,NA,1,1,1,2648,6,0,"Brooklyn, NY","USD",2016-10-19,2016-09-19,4,"food","Small Batch"
1500,1,1,0,0,0,580,0,0,"Seattle, WA","USD",2015-07-25,2015-06-25,7,"food","Restaurants"
9000,11152,268,145,17,1,9355,24,0,"Tuckahoe, NY","USD",2013-11-07,2013-10-13,6,"games","Video Games"
500,501,6,3,5,0,2941,0,0,"San Francisco, CA","USD",2012-03-17,2012-02-14,6,"games","Video Games"
220000,8091,128,0,2,1,0,0,0,"Gainesville, FL","USD",2015-08-09,2015-06-30,3,"design","Architecture"
2500,2590,51,0,11,1,965,0,0,"Burlington, VT","USD",2014-07-28,2014-07-07,6,"film & video","Narrative Film"
10000,244,18,1,2,1,1170,11,0,"London, UK","GBP",2013-03-11,2013-02-09,3,"fashion","Fashion"
1300,1355,13,4,3,0,1541,0,0,"Albany, NY","USD",2011-01-18,2010-12-28,6,"dance","Dance"
15000,100,1,0,0,1,2414,2,0,"Austin, TX","USD",2013-04-11,2013-03-06,1,"photography","Photography"
4500,125,1,0,0,0,621,0,0,"Cardiff-by-the-Sea, CA","USD",2014-04-24,2014-03-25,3,"publishing","Children's Books"
150000,11,2,0,0,0,4545,0,0,"Vienna, Austria","EUR",2015-10-30,2015-10-06,3,"design","Product Design"
20000,0,0,0,0,0,0,0,0,"Detroit, MI","USD",2012-03-31,2012-02-17,3,"music","Music"
75000,0,0,0,0,0,770,0,1,"Las Vegas, NV","USD",2015-08-23,2015-07-24,3,"crafts","DIY"
300,0,0,0,0,0,767,0,0,"Brixton, UK","GBP",2016-02-19,2016-01-28,3,"photography","Fine Art"
15000,17,5,0,2,1,0,1,0,"Montevideo, Uruguay","USD",2015-12-31,2015-11-16,3,"design","Product Design"
50000,666,18,1,0,1,2241,0,0,"Burbank, CA","USD",2014-11-27,2014-10-13,3,"film & video","Horror"
4000,7012,272,35,18,1,3310,13,0,"Dallas, TX","USD",2013-05-06,2013-04-15,6,"comics","Comics"
8500,0,0,0,0,0,1646,0,0,"San Francisco, CA","USD",2014-03-31,2014-03-01,1,"music","Electronic Music"
20000,20690,190,9,6,1,2055,7,0,"West Mystic, CT","USD",2015-04-10,2015-02-09,6,"food","Restaurants"
3000,3000,17,0,2,1,2077,0,0,"Rochester, MN","USD",2014-07-05,2014-06-05,6,"film & video","Film & Video"
2000,145,7,0,0,0,4327,3,0,"Melbourne, AU","AUD",2014-12-17,2014-10-18,3,"fashion","Apparel"
4900,0,0,0,0,0,51,0,0,"","USD",2010-02-02,2009-12-08,1,"photography","Photography"
120000,0,0,0,0,1,0,0,0,"Hong Kong, Hong Kong","USD",2016-06-24,2016-05-25,3,"publishing","Children's Books"
10,50,4,0,1,0,2002,3,0,"Frankston, AU","AUD",2016-09-25,2016-08-26,6,"food","Food"
18000,140556,998,57,13,1,4197,15,1,"Denver, CO","USD",2016-02-24,2016-01-25,6,"design","Product Design"
150000,352,7,0,0,0,1241,0,1,"Phoenix, AZ","USD",2015-08-30,2015-07-01,3,"technology","Flight"
5000,10760,311,135,18,1,1147,6,1,"Medford, OR","USD",2015-11-19,2015-10-30,6,"games","Tabletop Games"
35000,1706,30,11,3,1,1480,7,0,"San Diego, CA","USD",2014-12-01,2014-11-01,1,"games","Tabletop Games"
10000,1750,24,4,4,1,2567,3,0,"Columbus, OH","USD",2014-04-17,2014-03-18,1,"design","Product Design"
40000,0,0,0,0,0,458,0,0,"Melbourne, AU","AUD",2015-01-17,2014-11-18,3,"food","Food Trucks"
300,2416,49,3,3,1,0,0,0,"Lake Charles, LA","USD",2016-07-07,2016-06-07,6,"comics","Comic Books"
15000,11271,85,3,7,0,0,0,0,"Wiltshire, UK","GBP",2016-07-23,2016-06-08,3,"technology","Hardware"
10000,60,2,0,0,1,873,1,0,"Germantown, MD","USD",2014-01-14,2013-11-15,3,"music","Music"
150000,4525,16,1,2,1,1766,1,0,"Atlanta, GA","USD",2015-12-26,2015-11-11,3,"film & video","Television"
10000,13192,246,8,5,1,1893,0,0,"New York, NY","USD",2010-02-26,2009-12-18,6,"food","Food"
5000,0,0,0,0,1,3598,0,0,"Brooklyn, NY","USD",2011-03-31,2010-12-31,1,"photography","Photography"
30000,31446,140,8,6,1,2459,12,1,"Austin, TX","USD",2013-09-10,2013-08-12,6,"film & video","Animation"
4000,160,6,0,0,1,0,0,0,"Atlanta, GA","USD",2013-05-03,2013-04-03,3,"music","Country & Folk"
1600,1709,57,8,11,1,2789,12,0,"Philadelphia, PA","USD",2014-05-21,2014-05-05,6,"photography","Nature"
500,41,5,0,0,1,491,0,0,"Newark, DE","USD",2016-04-01,2016-03-02,3,"food","Events"
2975,120,1,0,0,0,5067,0,0,"Hanoi, Viet Nam","USD",2011-01-26,2010-12-27,1,"photography","Photography"
5000,6090,80,8,4,0,751,0,0,"Ottawa, Canada","CAD",2014-12-18,2014-12-02,6,"music","Country & Folk"
5000,5077,52,0,6,1,3763,0,0,"San Diego, CA","USD",2012-08-18,2012-07-23,6,"film & video","Shorts"
5000,680,10,0,0,1,601,1,0,"White Lake, MI","USD",2012-06-08,2012-05-09,3,"art","Sculpture"
50000,264,4,0,0,1,5476,14,0,"Scottsdale, AZ","USD",2014-10-07,2014-08-08,3,"technology","Camera Equipment"
17000,NA,NA,0,0,1,1143,0,0,"Detroit, MI","USD",2016-11-14,2016-09-16,4,"design","Product Design"
6000,2365,15,1,2,1,1056,0,0,"Winter Harbor, ME","USD",2012-04-30,2012-03-28,3,"food","Food"
4000,0,0,0,0,1,1728,1,5,"Hyattsville, MD","USD",2013-11-10,2013-10-11,3,"music","Hip-Hop"
500,549,19,2,9,0,509,3,0,"Shelton, CT","USD",2015-07-01,2015-06-01,6,"design","Product Design"
1500,0,0,0,0,1,440,0,0,"Akron, OH","USD",2016-02-13,2016-01-13,1,"crafts","DIY"
7000,0,0,0,0,0,922,0,0,"Fresno, CA","USD",2011-04-29,2011-02-28,1,"music","Music"
1500,50,1,0,0,0,1029,0,0,"Houston, TX","USD",2011-09-30,2011-08-31,3,"film & video","Webseries"
15000,761,15,0,0,0,2171,0,0,"Sparta, NJ","USD",2015-04-06,2015-02-20,3,"food","Small Batch"
40000,NA,NA,0,0,1,987,2,0,"Grand Rapids, MI","USD",2016-09-08,2016-08-09,3,"crafts","DIY"
50000,983,14,0,0,0,579,0,0,"Washington Heights, Manhattan, NY","USD",2015-06-19,2015-04-20,3,"food","Restaurants"
7000,7025,27,0,0,0,2576,0,0,"Los Angeles, CA","USD",2011-06-01,2011-04-26,6,"theater","Theater"
3000,136,8,0,3,1,7453,18,0,"Quebec, Canada","CAD",2014-01-02,2013-12-12,3,"games","Video Games"
7500,7566,78,8,9,1,2746,0,0,"","USD",2010-08-19,2010-07-28,6,"film & video","Documentary"
10000,68469,898,257,36,1,6671,45,1,"San Diego, CA","USD",2014-02-11,2013-12-30,6,"technology","Hardware"
1800,2145,17,1,4,0,1380,0,0,"Portland, OR","USD",2012-06-16,2012-05-08,6,"art","Art"
5000,20309,934,59,18,1,1429,6,0,"Portland, OR","USD",2014-12-03,2014-11-03,6,"food","Drinks"
12600,125,2,0,0,1,4739,0,0,"Placerville, CA","USD",2013-12-02,2013-11-02,3,"publishing","Children's Books"
700,210,5,0,0,0,902,0,0,"Mansfield, AR","USD",2011-01-14,2010-11-15,3,"music","Music"
3000,3000,68,0,13,0,2290,0,0,"Halifax, Canada","CAD",2015-12-17,2015-11-17,6,"journalism","Audio"
60000,20,1,0,0,1,4843,7,0,"London, UK","GBP",2013-06-13,2013-05-14,1,"food","Food"
6000,0,0,0,0,1,1055,12,0,"San Luis Obispo, CA","USD",2015-12-06,2015-11-02,3,"fashion","Apparel"
8000,3868,49,0,2,1,1918,9,0,"Harpswell, ME","USD",2014-11-04,2014-10-22,3,"film & video","Shorts"
10000,15700,194,1,8,1,4605,14,0,"Chicago, IL","USD",2015-10-08,2015-09-08,6,"film & video","Documentary"
10000,10518,113,0,3,1,1448,0,0,"Baltimore, MD","USD",2014-09-22,2014-08-23,6,"music","Classical Music"
800,900,11,0,3,1,1114,0,2,"Austin, TX","USD",2013-04-19,2013-03-20,6,"film & video","Webseries"
3000,3194,37,0,10,1,3942,5,1,"Johnson City, TN","USD",2014-05-02,2014-03-23,6,"music","Music"
3200,0,0,0,0,0,665,0,0,"Portland, OR","USD",2014-10-16,2014-09-16,3,"music","Jazz"
6950,7066,94,1,17,1,4277,2,0,"Los Angeles, CA","USD",2013-04-29,2013-04-08,6,"film & video","Film & Video"
1600,1945,51,0,10,0,2527,7,0,"Springmount, AU","AUD",2014-06-06,2014-05-09,6,"games","Live Games"
100000,103321,666,10,15,1,4298,26,0,"Nashville, TN","USD",2015-05-16,2015-04-16,6,"fashion","Apparel"
13000,17318,120,16,9,1,2097,48,0,"Salt Lake City, UT","USD",2013-09-30,2013-09-03,6,"fashion","Fashion"
10000,14550,480,42,21,1,3690,15,4,"Clermont-Ferrand, France","EUR",2016-05-04,2016-04-04,6,"games","Tabletop Games"
500,510,17,11,3,1,1852,0,0,"Savannah, GA","USD",2013-03-23,2013-01-22,6,"film & video","Film & Video"
2500,5,1,0,0,0,614,0,0,"Harrisonburg, VA","USD",2013-03-07,2013-02-05,3,"music","Classical Music"
10000,500,16,0,1,1,5327,4,0,"New York, NY","USD",2016-06-18,2016-05-19,1,"food","Food"
2450,2596,48,3,3,1,2507,1,0,"London, UK","GBP",2016-08-25,2016-07-25,6,"film & video","Documentary"
15000,4398,37,3,4,1,2455,19,0,"Minneapolis, MN","USD",2013-06-07,2013-05-08,3,"fashion","Fashion"
5000,1465,24,2,2,1,3635,0,0,"Berkeley, CA","USD",2011-09-28,2011-07-30,1,"music","World Music"
3500,1380,28,0,6,1,2189,3,1,"Dallas, TX","USD",2016-06-09,2016-05-10,3,"music","Indie Rock"
12000,1652,21,0,0,1,1086,1,0,"Springfield, VT","USD",2013-09-03,2013-07-30,3,"film & video","Documentary"
2200,380,12,1,1,1,1479,0,0,"","USD",2010-08-16,2010-06-27,3,"food","Food"
4715,0,0,0,0,0,1839,0,0,"Minneapolis, MN","USD",2014-05-29,2014-04-14,3,"publishing","Nonfiction"
9000,34906,56,23,6,0,7323,20,0,"Olympia, WA","USD",2015-10-12,2015-09-12,6,"photography","Photography"
80000,231,5,0,1,1,20181,1,0,"Richmond, VA","USD",2015-04-08,2015-03-09,3,"publishing","Publishing"
2500,105,2,0,1,1,2246,2,0,"San Diego, CA","USD",2014-05-29,2014-04-29,1,"film & video","Drama"
5000,0,0,0,0,0,293,0,0,"East Hampton, NY","USD",2015-04-15,2015-03-16,3,"fashion","Apparel"
9500,65516,1954,81,19,1,5858,1,0,"Toronto, Canada","USD",2012-03-16,2012-02-15,6,"publishing","Children's Books"
16500,17630,258,16,14,1,2696,4,0,"Boston, MA","USD",2013-05-31,2013-04-30,6,"fashion","Fashion"
5000,10,1,0,0,0,1259,1,0,"Woodstock, GA","USD",2014-10-19,2014-09-19,3,"fashion","Apparel"
38000,269,2,0,0,1,1706,3,0,"Pasadena, CA","USD",2015-05-11,2015-04-04,3,"publishing","Fiction"
2700,800,18,0,3,1,1180,0,0,"Boston, MA","USD",2011-12-31,2011-11-16,3,"music","Rock"
1000,1001,34,0,3,1,2597,4,0,"London, UK","GBP",2014-08-16,2014-07-17,6,"fashion","Fashion"
6357,6,2,0,0,1,1451,0,0,"Waterloo, IA","USD",2013-05-20,2013-04-20,3,"publishing","Children's Books"
5000,611,13,1,1,0,1601,1,0,"San Antonio, TX","USD",2016-05-31,2016-05-01,3,"music","Indie Rock"
10000,1733,21,0,1,1,4124,13,1,"New York, NY","USD",2014-05-22,2014-04-22,3,"film & video","Shorts"
5000,16,2,0,0,1,1220,3,0,"Kent, UK","GBP",2015-02-16,2015-01-17,3,"film & video","Horror"
1000,1155,25,2,0,0,1644,3,0,"Daytona Beach, FL","USD",2015-10-23,2015-09-23,6,"publishing","Children's Books"
50000,497,16,0,1,1,2196,3,0,"Santa Rosa, CA","USD",2013-11-11,2013-10-11,3,"food","Food"
5000,226,7,1,5,1,2581,1,0,"Orlando, FL","USD",2016-05-23,2016-04-23,3,"film & video","Documentary"
1650,355,16,1,0,1,2200,1,0,"Iowa City, IA","USD",2012-08-03,2012-06-04,3,"music","World Music"
2000,250,4,0,1,1,1189,0,0,"Knoxville, TN","USD",2012-04-15,2012-03-16,3,"film & video","Shorts"
3000,10,1,0,2,0,2798,0,0,"Toronto, Canada","CAD",2014-12-11,2014-11-11,3,"technology","Technology"
100000,152,40,0,1,1,4336,0,0,"Tucson, AZ","USD",2011-10-13,2011-08-14,3,"film & video","Narrative Film"
9000,1216,20,3,1,1,0,1,2,"Los Angeles, CA","USD",2012-01-30,2011-12-16,3,"music","Music"
500,10,1,0,1,0,2789,0,0,"Kansas City, KS","USD",2014-01-29,2013-11-30,3,"publishing","Poetry"
3000,0,0,0,0,1,1269,0,0,"Los Angeles, CA","USD",2011-06-20,2011-05-13,3,"film & video","Shorts"
2000,2050,32,0,3,1,1683,3,0,"Boulder, CO","USD",2011-08-02,2011-06-29,6,"art","Performance Art"
30000,15,1,0,0,0,1705,0,0,"Chandler, AZ","USD",2014-07-05,2014-05-06,3,"publishing","Children's Books"
25000,26161,117,1,4,1,2480,0,0,"Los Angeles, CA","USD",2013-05-17,2013-04-17,6,"film & video","Shorts"
16000,366,16,0,0,1,684,0,0,"","USD",2010-09-15,2010-07-17,3,"photography","Photography"
40000,18220,126,0,6,1,2801,12,0,"Brooklyn, NY","USD",2013-12-11,2013-11-11,3,"publishing","Periodicals"
10000,1021,15,2,0,1,954,0,0,"Lahaina, HI","USD",2014-10-29,2014-08-30,3,"photography","Photobooks"
